profile,result
"老公是SM1,在新10年,去年国大毕业EPP2.
今年2月申请ROM,3月申请的PR。
我拿DP+LOC在工作。

3月26申请，8月28approve.

Goodlucktoall~~~",通过
"夫妻二人共同申请，男来新五年，本地PhD在读，最后一年转part-time拿EP半年后申请，申请时PhD尚未毕业工资仅2900；女拿Student
pass来新三年本科在读无收入。这样的家庭收入算是非常低水平了，本以为需要拿到PhD学位工资涨到4500才有可能批下来，结果李显龙国庆讲话之后就批了――批准我的officer真是一个胆大的人呀。PS:虽然工资较低，但所做工作属于本地看重的尖端科技，看来政府还会关照自己需要的人才的。
",通过
单身女，本地大学本科毕业，工作9个月，管理咨询。薪水6000+，有雇主的推荐信。,通过
"我本人2011年10月底来新加坡注册结婚，我本人国内普通本科，结婚后拿的是一年的LTVSP，本人没有做工。老公是公民，刚工作一年多，工资不高，
结婚后不到六个月去申请，4月14日申请，8月10日网上approved.刚才拿到信。
开心~",通过
"
PR今天终于批准了。熬了5个半月。条件分享

老婆是主申请人。在新7年。老公在新4年。家庭收入超过9K
老公老婆都是新加坡本地毕业。老婆本科，老公硕士。
第一次申请PR

高兴中。。。。",通过
登岛有5-6年了，simm毕业的，工作有3年了，工资1800（我知道不多，大一点的公司都他妈这笔样，不想着大公司，稳定么）。我老婆是PR，她给我申请的。,失败
老公马来西亚公民英国master毕业之前EP2老婆中国公民英国master毕业待业,通过
本地phd，单身女，p2准证，工作半年。,通过
EP月薪3000，来新两年，国内本科，求好运。,失败
"今天看到的。在新加坡小学，中学，Poly毕业，现在在本地银行工作。工资2K+来新加坡11年
",通过
"7个月的等待后今天被据了.前几天还觉得办事效率太慢,现在被据了,总算是有了个结果.可能条件太差了.PR4年，大专，2000底薪+1800~2000加班费和补贴。
每月大概4000元，给大家个参考。",失败
"我本人2011年10月底来新加坡注册结婚，我本人国内普通本科，结婚后拿的是一年的LTVSP，本人没有做工。老公是公民，刚工作一年多，工资不高，
结婚后不到六个月去申请，4月14日申请，8月10日网上approved.刚才拿到信。",通过
老公帮我申请，我硇氯多月，高中I，一月]裕老公新加坡人，收入7k多。,通过
老公PR4年，basicsalary4500，gross5800，老公SC申请中。我是国内本科，acca，没有工作，结婚3年半，没有孩子，来新5年，中间回国2年，,通过
"老公来这边六年，NPdiploma三年，毕业薪水1700等了36天拿到PR，之后工作三年，薪水去年gross3000，我们2010年这边注册，之后我在这边工作一年多，薪水gross
1500，去年申请四个月给批了，我也惊讶！
偶然看到这里，很感叹看不懂，这里一大堆能人啊，批了没批没个标准，政府的心思猜不懂啊，个人觉得本地读书拿的文凭比较有优势啊。
祝各位同胞顺利！",通过
"DPR，老公是大马人，结婚注册不到两个月后递交PR申请，5月初收到补充父母材料的申请，因为刚好怀孕，就一并上交了怀孕证明并附上一封自己写的申请信。
本人来新4年+，MscDegree，薪水3.5k+,老公薪水3k+，之前自己单独申请两次都被拒，这次刚好三个月！",通过
"DPR，2月17号申请，2月28补资料，之后一直pending,7月13号更新资料（提升），今天7月26号早上网上状态变成approved,
下楼查信发现已收到，应该是昨天25号收到的信，信上说是23号approved.

男，国内重点大学本科+研究生毕业（2010），国企工作一年辞职，11年10月来新，11月底工作，EP，码农，薪水3000。12年6月涨薪到3500。
老婆：03年SM3到NUS读书，08年毕业，当年拿到PR，12年7月份拿到NUS的ParttimeMaster学位，basic薪水目前4000+。",通过
"单身男，来新将近两年，在这里读了一年master，基本工资3000+，EP，
希望很小，但是还是想试试",失败
一家三口申请，来新一年多，都是硕士，EPP2。老公是主申请人，月薪8000，我月薪6000，女儿在新出生，6个月。,失败
"2008年11月来新加坡，从事IT工作，月薪4000+,未婚，一个人申请。祝大家好运！",通过
单身男，SMU，来新5年多。EP工作8个月。自己申请。工资3000.焦急等了4个月，终于批了，看来本地大学的优势还是在的。,通过
"老公帮我申请，他来新10年，08年拿pr，工资一般，basic不太到4000,本地私立学历。我本人国内本科，香港硕士，现在博士在读，拿普通的政府奖学金，来新3年。",通过
SPASS工作准证不到两年，薪水现在是1900。以前是WP准证，同时在读ACCA，现在第二阶段完成了，国内是大专文凭。第一次申请，结果是悲剧。哎，只能是再努力提升自己了。,失败
"
供参考。
国内985本科，硕士。新加坡在职硕士（这个月毕业）。
EPQ1三年半。engineer,basic3500,gross3900.
四月底申请，六个星期就被拒了。

在考虑拿到毕业证再申请或者等几个月满四年（但好像看到有人四年renewEP被拒）再申请。",失败
"3月13号提交的申请，中间自己主动补充过今年的税单和人寿保险资料，今天收到信，信是4号发出来的。
分享一下条件：欧洲小硕，工作现在三年整。p2，薪水4000+，已婚，老婆是本地parttime博士，还没毕业。sp,薪水3000+
终于等到了。
",通过
"
我25岁，女生，单身。2001年底来新加坡读中学，然后新加坡理工，2010年毕业，去年在本地银行工作拿EP-Q1了2个多月，辞职，3个月后，2011年底又找个工作EP-Q1工作4个月，4月17日第1次申请。就这样
",通过
"
条件如下：
07年毕业就来新，国内211,985重点本科，到今天4年零9个月，之前四年Q1准证，交材料时P2准证，薪水4500，和老婆一起申请，老婆来新两年半，S准证，国内大专，交材料时怀孕，交完材料一个月辞职回去休养去了。

等宝宝生下来准备再申请一次，再不成功的话，就准备回国了",失败
"才两个多月就批准了，条件和大家分享下：
2011年poly毕业，工作4个月申请的，薪水低低低到不行，EP准证，申请一个月的时候收到信让补交过材料。2个半月批准。
我的底薪不到2000，因为申请的时候还是试用期，又经常请假，有几个月的月薪都被扣到1000块左右。没想到这么快就批了",通过
"和孩子（1月新加坡出生,日本护照）一起申请。老公是4年pr,本人sp，来新1年多，3000+月薪，日本护照。",通过
先生是新加坡人，军队工作。申请时结婚3年半，无小孩，本人澳洲大学学历。之前在澳洲生活，刚来新加坡。,通过
"条件如下：老公主申请人，我和老公都是211大学本科毕业，老公工程师，EPP2准证，2010年6月底来新，我和女儿去年4月底来新，女儿读幼儿园，我目前未工作，今年3月15日申请，5月初刚EP和DPrenew好.

貌似等我老公来新满2年再批的，因为今天刚好满。一直觉得我们的条件不是很好，悲剧的可能性比较大，没想到批了，也许政策真的放宽点了，祝所有已申请的和准备申请的朋友好运！",通过
"
我2月申请PR,今天收到的准信，好开心！和大家分享一下，最重要的是持S准证的别灰心啊！我是S准证，在幼儿园做华文老师，来新8年。老公WP，来新6年，一个女儿在中国，全家一起申请批准了。我是在这边读的幼师，中国的学历是大专，老公的学历也是国内的大专，我是主申请人。一直说女的带男的不好申请，在我身上所有的奇迹都出现了，所以你们要申请的也加油啊！
",通过
"在下工资只有2000没有本科，GROSSSALARY只有2100，只有diploma,私立的。来新13年了。去年9月拿EP
人事部叫我等半年才申请PR，他也是说现在很难批。我就等了到今年四月去交材料，一次击中。过去12年半都拿WP。因为工资只有1000-1500。就这样努力的爬上来，才拼到的。祝大家早日已偿。",通过
"单身女，在新呆了近6年，工作1年，目前EP,NTUPHDdegree,国内本科，月薪3250，",通过
"来新4年，单身，一直持p2，09年申请杯具过，当时薪水4500，现在薪水5800
",通过
"

我的条件如下，2011年12月份申请，5月22日收到批准信，信上写的时间是5月16日，等待4个月20天。我是P2准证，申请时来新时间3年半。

以家庭为单位申请，全家拿PR.老婆SP准证，申请时来新3年半，宝宝DP准证，申请时6个月。这次是第三次申请，前两次分别等待3个月和1个半月被Reject.。

这次和前两次的区别是准证升级到了P2（为了给父母办LTVP过来照顾宝宝而升级），多了宝宝。

经过漫长的等待，终于批准了，在此也祝仍在Pending的朋友好运，也祝自己将来好运！",通过
"申请时来新二年四个月，本以为还时有可能通过的，想不到一下就被拒了，请帮我评断一下是年限不够？
老公国内211硕士毕业，EP，Q1月薪4000+另有15薪，本人国内大专，EPP2，月薪6500另有13薪，女儿一年前在新出生，一家一起申请，计划如果通过后就能买房给宝宝一个自己的家，哎现在杯具了
是否明年再申请希望大些？",失败
"国内大学土木工程专业毕业，08年4月中旬来新做本专业工作，拿ep(q1),老婆中学毕业，无工作，和女儿（4岁）拿dp，曾随我在新居住一年多，因入不敷出，经过讨论后，娘俩去年6月回国i到现在一直在国内。
",通过
"NTU一年硕
去年六月开始工作本地公司
EP3000-4000/mth",失败
"第一次，2010年8月14号交资料，同年11月12号拒绝。没任何理由和时间说法。
当时条件：现场工程师，本地一家B1建筑公司。EP(Q1)薪水2800。在新加坡2年2个月

现在换了一家本地小建筑公司，老板比较保守，10几年来一直没啥发展，想让我帮公司一起转型。职位是经理。基本薪水4200EP(P2).拥有公司40%股份。

以上是变更的条件，不变的是国内二本学历。土木工程专业。相应的这段时间获得几个本地工程相关的证书。",通过
"本人３月６号提交的申请　４月２号被告知补交材料，等了３个月多一点。　　感恩感恩。

本人申请时来新加坡工作4年5个月，国内211本科，从事海事服务业，　工程师，EP底薪3000＋　最早来新加坡时拿ＷＰ　然后转ＳＰ　再转ＥＰ　交了３年税单

大家可以参考，　本人觉得在新呆得时间是关键，３年税单，　然后你自己是不是决心要带在这里。

希望大家可以借鉴，　咱们在外国人地方都不容易，　希望同胞们都能早日达成梦想！",通过
"来新加坡四年.新加坡本地私立大学研究生毕业.工作2年.SPASS...
去年年底申请的，今年2月批准了.底薪是2000多.GROSS是4500左右.房地产公司的销售职位",通过
POLY　EP提供６个月薪水单,通过
"POLY,EP提供5个月薪水单（其间换过一次工作，之前是SP,1800/月）",通过
"老公，degree，薪水4k+，满五年，老婆degree,薪水3k+满三年，4个月零10天通过，祝大家好运",通过
"已婚，来新四年的样子，带老婆一起申请，计算机行业，salary3250,拒得很快啊，估计是薪水低了，7月新的工作，4000+，下次再努力吧",失败
英国博士，4年工作经验，工资6500，13薪。老婆LOC，SaleAssociate，1500+500提成。男孩，一岁。来新一年。提交2个月，悲剧！,失败
第二次以新加坡老公的名字申请，等了一个多月，还是被据。本人国内本科，在新工作4年多，一直拿SPASS。薪水2K＋，想来想去，可能是收入太少了吧。,失败
polytechnic2010毕业，EP六个月申请，四个月成功，五百强公司,通过
"国内211本科，船舶类设计工程师，08年6月来新，带老婆孩子一起申请，09年第一次申请被拒。这次倒挺快，两个月零9天批准。基本条件一般，本科学历，批准时基本工资4K+，Gross
6K+，老婆国内武大自学本科，来新后全职主妇。儿子刚满六岁。",通过
老公新加坡人，来新半年，国内本科，现在工作薪水2000，结婚8个月。,通过
"23岁硕士在读，SM3,NUSbachelor+master",通过
本地PhD毕业，工作半年多，月薪4500+，老婆DP，无小孩，一起申请，不到5个月通过,通过
"夫妻2人一起申请。老公主申请人，都是室内设计行业，sp，国内大专文凭。老公2450，我1950.来新到提交申请3年多8个月。老公跳过一次槽，有推荐信。我没有换过工作，怀孕，无推荐信。
希望虽然不大，但还是希望成功，要我们等待6个月！结果拒得挺快的，呵呵！挺好，少件事牵挂了！",失败
23岁单身女，来新2年8个月。EPQ1，master，月薪3000+,失败
"单身男，来新加坡3年多，工资2800，国内重本，计算机行业...
这是第二次申请了，还是被拒，第一次申请时大选前，运气不好，也悲剧了...
准备上诉...",失败
2011年6月底交的，等了9个多月，老婆DP，带老婆一起申请的，月薪2700，国内大专，SP，来新8年了，第一次申请,通过
"本人薪水5000＋，来新2年,EP,
老婆nusphd同申，儿子2岁在国内，未申请，才1个半月就收到据信，",失败
单身，男。来新5.5年，工作1.5年，工资2800，3月底合同到期。国内本科，国大Ph.D.parttime,通过
"我和老公2010年7月结婚。老公是SP快2年了，来新6年（都在同一个工厂），薪水大概每个月2700。已经连续交了2年的税了，今年的还没交。学历是国内的普通大专和ITE的NITEC
2。我是WP，来新快5年，在同一个工厂4年，现在在新公司快半年，薪水大概每个月1700。学历是国内的中专和ITE的NITEC3。老公的老板支持申请，答应帮忙写信。",通过
"申请了2个月看到悲剧,可是我觉得我们的条件还不错
和老婆一起申请,我是澳洲五星大学研究生毕业,土木工程师,老婆是政府雇员,国内本科,汉语老师,我在这里2年半了,老婆在这里三年半了,都是EP,而且工资都是3000+,新加坡结婚一年半了也,都很稳定.
",失败
国内双硕士，新加坡工作4年多，一直拿EP.大选前曾被拒一次，第二次申请等了8个月，终于通过。现在PR申请确实不容易！,通过
"夫妻申请，国内本科，来新刚好满三年，家庭基本工资总计7k+，去年12月底申请，今天拿到信，刚好满三个月。
",通过
本地nafa毕业，拿sp大半年。在新5年,通过
新加坡工作5年,失败
国内重点硕士。2008年初来新。2011年初申请。月薪3000+，单独申请失败。没写再等2年字样。中间有补交过材料。,失败
老婆PR护士，gross2000+本人studentpass,通过
poly/EP/工作1年半，期间换过4个公司，申请过3次准证,通过
夫妻双方为PR，为宝宝申请PR。宝宝在新加坡出生。,通过
父母双方PR，在新加坡出生，申请后4个月批准。,通过
新加坡私立大学硕士毕业（2年），毕业后做行政工作，2年1个月的时候申请PR，EP，工资2500,通过
"男本科4000+薪水，在新工作3年半
女大专2000在新工作2年半。
一起申请。",通过
老公EP工程师，工作2年多一点，薪水5k，学历研究生，老婆DP身份，本科学历，目前没有工作，来新1年多，带3岁男宝一起申请。第二次申请，4个月后通过。,通过
自己一个人申请，国内大学本科，EPP2。07年8月来新加坡实习，08年1月正式上班至今。,通过
"老公09年4月拿到PR，七月担保我和儿子申请DPR，十一月底拒绝，信上有写youcanapplyagainintwoyears此类字眼。当初不怎么理解intwo
years,以为是两年内，又以为是两年后。结果就按大多数人给的经验走，半年多后申请，也就是去年七月中再申请，等来等去都没有结果，到今年五月大选后也没有结果，就是那个时候我估计理解intwoyears
了，到今年十一月刚好满两年，到时应该批了吧，那时是这样想的。前两天（12月4日）网上查结果是APPROVED了。",通过
"苦苦等了11个月，煎熬哦~~11月1日批准。在这之前，上星期打电话询问，告知再多等1-2个星期，没有想到才过3天就收到批准信件。严重怀疑把我们给忘记了。建议：没事打打电话问一问。
跨国公司工作EP1底薪9000，来新刚好2年，第2次申请，全家3口全部通过，年龄已过40岁，孩子17岁。
",通过
国内和日本双本科。来新四年，做IT技术支持。薪水3K。老婆1.5K也在新工作。孩子2岁。,失败
"国外硕士,来新1年,4K（尚未纳税）,老公国外硕士,来新1年半,6K。估计EP的P2还是得等过了2年的坎，据信中未写明时间，计划6个月后再申请",失败
"在新6年，
09年初新加坡私立本科毕业
毕业后直接在欧洲公司工作
底薪4500加提成
有以前公司的推荐信
女，未结婚",通过
国内本科，来新2年，工资3000+，老公NUS博士在读。,失败
我在新工作四年，EP，月薪3000+，老婆过来一年，DP，月薪1500.两人一起申请，我是主申请人。,通过
国内重点本科，新加坡私立学校本科，来新4年，薪水3800，老婆回国生小孩。,失败
夫妻EP共同申请。国内重点本科毕业。来新4年半。,通过
"国内大学本科，新加坡工作3年，建筑行业工程师，月薪3210，加上补助3910，去年总收入5万多一些。和老婆今年5月份登记结婚，申请时我一个人，因为老婆拿WP,工资也一般。

去交材料很顺利，只是忘记带结婚证红本原件，长官让我填写了个没带的原因，就结束材料验收了。

回来一个小时后，一个长官竟然打电话给我，问我为什么不和老婆一起申请，我说明老婆的条件后，她也就没在说什么了。现在静心等待。",失败
TP毕业，工作8个月之后申请。basicsalaryS$1800.00/month.从事与所学专业完全不相关的工作。,通过
"夫妻名义一起申请，老公是主申请人，
老公：SMU本科毕业，来新7年（包括4年大学），工作3年，薪水SGD5.5K/月+年终过数万奖金；
老婆：CAT毕业,在PART-TIME读ACCA，来新4年，工作1年多，薪水SGD1.8K/月",通过
"国内重点本科毕业，来新2年，公司是世界500强，薪水4500++，老婆是PR，结婚半年，自己申请，悲剧。
可能的原因：1，可能老婆申请会比较好；2，自己还需要加油",失败
本人国内重点大学硕士，来新4年半，PR两年半，薪水4000+，替老婆申请，老婆国内重点大学硕士，但仍在国内就读第二硕士。,通过
老婆是新加坡公民，我大专学历，司机，现在月薪1300.以前2500左右，来新8年。。,通过
"第一次申请
来新三年半，私立大学MBA（澳洲文凭）+中国一本本科文凭
薪水2000+/月。
SP。单身。26岁。男。

第二次申请
来新四年半，私立大学MBA（澳洲文凭）+中国一本本科文凭
薪水2400+/月。
SP。单身。27岁。男。",失败
2010年Poly毕业，starharb工作，薪水1800，ep.申请时提交10个月薪水单。,通过
一家三口跟着老公申请，女儿半岁，夫妻两人都是国内硕士。老公来新4年，薪水4.5k。老婆3年，薪水4k。两人以前都单独申请过一次，当然那时候薪水不够。申请时有公寓房产。,通过
英国硕士，来新三年半，薪水3.5+，环境咨询行业，第二次申请，差不多4个月了，还是被拒，考虑上诉或者回国,失败
"男，单身，33岁，国内本科，EP4年，P2个月，薪水4300，期待中2011年10月20日要求公司出信证明职位薪水和合约期限及银行进出明细
2012年2月15日通过",通过
"夫妻都是PR,帮国内出生的女儿申请,女儿现在拿LTSVP",通过
NUS毕业，工资不高，已转公民。帮老婆申请，老婆国内大专...申请三个月通过,通过
2500底薪持SP工作2年8个月国内大学本科毕业已婚老公持WP工作2年一个人申请,失败
在新第四年，国内本科，nus硕士，用08年发的邀请信申请的，在政府部门工作。说要6个月以上，得慢慢等了！,通过
老公比我大20岁月薪2w在新有别墅结婚10天后申请我没有工作今天刚刚拿到信,通过
老公英国博士，来新工作1年，NTU，P2。我英国博士，7月参加工作，NUS，P2，带孩子申请。,失败
"国内博士，P1,工作5年来新6个月申请，老婆SP一起申请的，刚刚查到从pending变成rejected.",失败
NTUmaster，来新两年半，工作一年，薪资3000，老公PR,通过
"刚拿到结婚证的夫妻俩申请，来新10个月，两人都是EP(Q1)，国内重点本科，电子类公司
今天网上查询Rejected了，不到两个月，还没有收到信，怀疑原因：来新时间短，工资低，没有税单......",失败
老公NTU小硕，，土木工程，薪水3000+，来新三年半，pr两年半，，我目前LTVP，国内小本，护士，没工作，来新半年，，我们结婚2年1个月,通过
"自己国内本科薪水26岁2700+EP工作3年半
老婆24岁1500(申请DP的letterofconsent写的。实际2500)工作8个月.提交了3年税单，最近6个月工资单。9月10通知补充家庭成员材料

",通过
"EP,基本月薪2700,SIM毕业,UOL会计金融degree.工作2年半,专业对口.来新11年多点.在新念的中学,JC然后SIM.
2009年11月第一次申请,持SP,结果悲剧.后appeal两次都悲剧了.这次是第二次申请(按照ica的算法,这次算第四次申请,因为appeal也算一次申请).等结果吧……祝我好运！",通过
"SIMDIPLOMA,SALARY+ALLOWANCE2800,EPHOLDER,OVER10YEARS",失败
国内学前教育专业专科，国内做幼儿老师3年，在新加坡做文员10个月，幼儿老师1年7个月。,失败
SP毕业，工作半年申请,通过
SP毕业，来新六年，持EP，薪水2300+,通过
"MigratedtoSGatNov2009.
workasaITsonsultant.
Single.",失败
"24岁，国内小本，在读了个私立本科，1stclass,ACCA,工作7个月，EP，2.5K+",通过
来新加坡两年半，北美本科，NTU硕士，EP工作半年递交的申请,失败
"working18months,livinginSingapore2yearsuptilldateofapplication,masterofCSfromHK",失败
老公带我申请，薪水1750，老公5000，来新4年。我们两都是国内本科，第二次申请了，希望能通过可以买房生孩子,通过
我是地道新加坡人，为老婆申请PR，她和女儿来新五年了，我们结婚两年。妻子无工作，我的月收入大约六千元，硕士学位，注册会计师。,通过
"女,在新6年,polyI,薪水3000,EP工作半年申PR",通过
POLY毕业，SP准证，工作半年后申请,通过
"P2,6000+,提交时在新加坡工作3年10个月，妻子和孩子DP一起申请。三个半月批准下来。",通过
"单身，3000~3500，停留时间1.5年，新加坡电子类大型企业，中国国内本科学历，工作3.5年（中国2年，新1.5年）
19号发出的拒信，什么都没说，就说没成功。。。估计是：薪水不够高，非本地学校毕业，逗留时间太短，单身。。。。",失败
"10年2月来新，国内本科，EP,工资3200；老公新加坡本地人，工资6300。",通过
本人来新三年，读了一个私立学校的破大专，09年底嫁新加坡本地人，老公小我一岁自己有个公司，上星期查说还在等待，也没要我补交过资料,通过
"2010年9月来新,每月底薪4500.海外硕士",失败
一家三口来新不到一年申请，老公ep，我和孩子DP，我没工作，失败原因可能是来新时间太短了吧？不知道为什么被拒。,失败
来新三年，SP，单身，国内本科学历,失败
我主申请人，EP，底薪1825；老公WP，底薪800.,通过
"和老婆一起申请，老婆EP,S$4000,我PhD,scholarshipS$3000",通过
"老公是新公民,本科，薪水3K+,大我5岁。本人来新3年，国内大专，新加坡也读了个私立的破大专。原是电子厂WP，2010年9月底注册的。2011年2月辞职申请到LTVP一年期限。希望有好结果A！
昨天居然收到批准信了，内个激动得。。。",通过
o8年来新-工作，遇到个好男人-嫁了，这是第一次申请-过了。,通过
"去年毕业义安diploma，没有邀请信。工作中，申请时交6个月工资条。

通过了。",通过
"我先生在新7年，本科，基本薪水4500，PR快5年了。我在新3年，本科，薪水3000
这是第4次申请，目前怀孕中
第3次申请的时候，公司SUPPORT,有被要求补充资料，可补充资料后的一周，就被拒了

终于收到信了，这么久，已经没有什么欣喜了。
经验是应该要催他们的，因为我们已经有房，所以我也不是很着急，所以没有写信什么的，结果我想他们大概是忘记了，上个月我就写了邮件问他们情况，他们就很快恢复我，并要我补充资料，这个月就批了，郁闷，看来他们之前是把我忘了。
",通过
老公新加坡人，银行工作。本人学生签证。两人同岁。,通过
"老公是主申请人，教师，硕士，EP(Q1),来新4年多；自己是在读博士，来新3年。",通过
"本人条件：28岁，男，来新加坡工作1年3个月，基本工资4600（P2），国内top2的博士，专业对口，石油技术服务行业，有税单
分析原因：现在PR收紧，而自己来新时间太短，薪水没有足够高，且非本土学院毕业，
只能过一段时间等自己有所提升再说了",失败
"夫妻是PR,帮女儿申请。",通过
"本人国内名校本硕，国立大学博士，薪水~5.5k,来新5年。",通过
"男单身29岁，在新私校8年，从语言读到MBA
毕业后持EPQ1，6个月后递交申请，3k月薪
申请使用英国商业本科文凭",通过
"本人来新7年，半年前拿到SC，薪水3K+,老婆来新1年多，国内本科毕业，来新拿studentpass读私立学校，注册结婚1个月后帮老婆申请PR，1个月左右要求补充材料，等待中更换了long
term，昨天收到PR批准信",通过
"26岁，光棍，Diploma，计算机行业，月薪4k+，07年7月来新
前年12月申请过一次，去年3月杯具，隔了6个月再申",通过
"国内重点本科，P1,ITapplicationconsultant，月薪7k,来新15个月，全家申请，老婆本科，国内护士长，儿子3岁。
10月13日补缴税单",通过
"AppliedPRforchild,ParentsgotthePRtwoyearsago.",通过
"国内重点本科，工作4年；新加坡工作2年差一个月。3300一个月。有09年税单。
500强公司，有公司信。
2个月收到拒信。什么都没讲，只说你的申请不成功。。。。",失败
"2010年POLY毕业,EP,SINGTEL做IT（2K+）",通过
来新加坡6年，degree毕业，现拿SP。老公新加坡公民，工资3.3K,通过
申请时来新加坡时间很短，被拒绝，9月15号上诉，12月10号被拒绝。。。。。。。。,失败
"
这个是测试，为方便查询，大家更新状态后，右边会有更新时间(时间是服务器时间，服务器不在中国，所以显示的是其他地方的时间)，今天以后的结果会根据时间排序(貌似以前的记录有问题，由于时间有限，大家先将就着用，我有时间再改)，祝大家好运！
",通过
"8.26。跟老公一起申请。
老公：EP，3500，工作14个月。德国大学毕业的master。IT行业，公司support。
本人：StudentPass,来新2年半，NTU在读PH.D。
还没消息。",失败
一家三口申请，父亲EP。母亲SP。新生儿宝宝男孩6个月,失败
8月27日给先生申请.,通过
"两年　国内硕士　３Ｋ多收入
偶的情况　只能看运气好点才有些希望.",失败
"8.16交的材料夫妻俩都是EP
希望好运来新9个月..",失败
"4200,来新三年，国内本科土木工程专业",通过
